Address,Price,Property Type,Bedrooms,Bathrooms,Size
"Whittington Road, London, N22","£950,000",Semi-Detached,3.0,1.0,"1,435 sq ft"
"Newark Street, London, E1","£950,000",Apartment,3.0,1.0,"1,300 sq ft"
"Westway, Raynes Park, London, SW20","£950,000",End of Terrace,4.0,3.0,"1,734 sq ft"
"Finchley Park, North Finchley, London, N12","£950,000",Semi-Detached,4.0,2.0,"1,742 sq ft"
"Prout Grove, London, NW10","£950,000",Semi-Detached,6.0,4.0,Ask agent
"Dollis Hill Lane, London, NW2","£950,000",Detached,4.0,1.0,Ask agent
"Carrara Tower, 250 City Road, London","£950,000",Apartment,2.0,2.0,890 sq ft
"Alexandra Road, Muswell Hill","£950,000",End of Terrace,5.0,2.0,Ask agent
"Star Wharf, 40 St. Pancras Way, Camden, London, NW1","£950,000",Apartment,3.0,2.0,"1,115 sq ft"
"Cadogan Gardens, Sloane Square, London, SW3","£950,000",Studio,,1.0,388 sq ft
"Somerset Road, Ealing, London, W13","£950,000",Apartment,2.0,2.0,Ask agent
"Dockside House, Chelsea Creek, London, SW6","£950,000",Flat,2.0,1.0,736 sq ft
"Hoxton Street, London, N1","£950,000",Penthouse,2.0,2.0,906 sq ft
"Munster Road, Fulham, London, SW6","£950,000",Apartment,2.0,2.0,"1,189 sq ft"
"Hadleigh Close, London","£950,000",House,4.0,2.0,Ask agent
"Vicarage Grove, London, SE5","£950,000",Maisonette,4.0,1.0,"1,664 sq ft"
"Notting Hill Gate, Notting Hill Gate, London, W11","£950,000",Maisonette,3.0,2.0,"1,070 sq ft"
"Amberley Waterfront, Amberley Road, Little Venice","£950,000",Apartment,2.0,2.0,875 sq ft
"Kensington Church Street, Kensington, London, W8","£950,000",Flat,2.0,1.0,815 sq ft
"Kennington Lane, Kennington, London, SE11","£950,000",Flat,3.0,2.0,"1,300 sq ft"
"Beechdale, London, N21","£950,000",Semi-Detached,3.0,1.0,"1,427 sq ft"
"Camden Terrace, Camden Town","£950,000",Flat,2.0,1.0,Ask agent
"Merton Hall Road, Wimbledon, London, SW19","£950,000",Maisonette,4.0,2.0,Ask agent
"Bartholomew Villas, London, NW5","£950,000",Apartment,2.0,1.0,931 sq ft
"Derwentwater Road, London","£950,000",End of Terrace,3.0,2.0,"1,218 sq ft"
"Marsh Wall, London, E14","£950,000",Flat,2.0,2.0,785 sq ft
"Queen's Club Gardens, London, W14","£950,000",Flat,3.0,1.0,981 sq ft
"Garrick Street, London, WC2E","£950,000",Apartment,1.0,2.0,677 sq ft
"Principal Tower, London EC2A","£950,000",Apartment,1.0,1.0,Ask agent
"Ship House, Battersea Square, Battersea Square, London, SW11","£950,000",Flat,2.0,1.0,"1,080 sq ft"
"Marsh Wall, Canary Wharf","£950,000",Flat,2.0,,Ask agent
"Harbour Reach, 
Imperial Wharf, SW6","£950,000",Flat,2.0,2.0,964 sq ft
"Prince of Wales Terrace, 
Turnham Green, W4","£950,000",Flat,2.0,2.0,Ask agent
"Ivy Road, London","£950,000",End of Terrace,3.0,2.0,"1,429 sq ft"
"Rosamond House, 4 Elizabeth Court, Westminster, London, SW1P","£950,000",Apartment,1.0,1.0,668 sq ft
"Onslow Gardens, London","£950,000",Semi-Detached,3.0,3.0,Ask agent
"Drayton Gardens, London, SW10","£950,000",Apartment,2.0,1.0,Ask agent
"Garrett Mansions, 287 Edgware Road, Paddington, London, W2","£950,000",Apartment,1.0,1.0,570 sq ft
"Beresford Road, North Chingford","£950,000",Semi-Detached,4.0,1.0,"1,324 sq ft"
"Burlington Avenue, Kew, London, TW9","£950,000",Ground Flat,3.0,2.0,"1,112 sq ft"
"Ambassador Building, New Union Square SW11","£950,000",Apartment,2.0,2.0,786 sq ft
"Saltram Crescent, London, W9","£950,000",Apartment,2.0,2.0,"1,126 sq ft"
"Blackheath Hill, Greenwich","£950,000",Terraced,4.0,3.0,Ask agent
"Acol Road, London, NW6","£950,000",Flat,2.0,2.0,"1,001 sq ft"
"Bell Lane, Twickenham, TW1","£950,000",Terraced,3.0,1.0,Ask agent
"Knights Hill, London, SE27","£950,000",Semi-Detached,6.0,3.0,Ask agent
"Teesdale Street, Bethnal Green","£950,000",Flat,2.0,1.0,Ask agent
"Fleet Road, London","£950,000",Flat,2.0,1.0,Ask agent
"Landmark Pinnacle, Marsh Wall E14","£950,000",Flat,2.0,2.0,Ask agent
"Highbury Park, London, N5","£950,000",Apartment,2.0,1.0,817 sq ft
"Scott House, Battersea Power Station, 23 Circus Road West, SW11","£950,000",Apartment,1.0,1.0,595 sq ft
"New Wharf Road, King's Cross","£950,000",Flat,3.0,2.0,904 sq ft
"St Lukes Road, Notting Hill","£950,000",Terraced,2.0,1.0,810 sq ft
"Elephant Park, 
Elephant & Castle, SE1","£950,000",Flat,2.0,2.0,813 sq ft
"The Lane, Blackheath, London, SE3","£950,000",End of Terrace,3.0,1.0,Ask agent
"Church Close, Kensington","£949,999",Flat,2.0,1.0,Ask agent
"Church Close, Kensington, London, W8","£949,999",Apartment,2.0,1.0,823 sq ft
"Church Close, Kensington Church Street, London, W8","£949,999",Flat,2.0,1.0,823 sq ft
"St Andrews Close, London, NW2","£949,950",House,4.0,2.0,"1,839 sq ft"
"Stuart Grove, Teddington","£949,950",Detached,3.0,1.0,Ask agent
"Netherhall Gardens, Hampstead, London, NW3","£949,950",Flat,2.0,2.0,754 sq ft
"Shirland Road, Maida Vale, W9","£949,950",Apartment,2.0,2.0,Ask agent
"Calico House, Long Lane, SE1","£949,950",Penthouse,2.0,2.0,913 sq ft
"Windsor Road, Teddington","£949,950",Terraced,4.0,2.0,Ask agent
"Fairfax Road, Teddington","£949,000",Semi-Detached,2.0,1.0,"1,173 sq ft"
"Nemoure Road, Acton","£949,000",Semi-Detached,4.0,2.0,Ask agent
"St. Edmunds Court, 13-18 St. Edmunds Terrace, London, NW8","£949,000",Apartment,2.0,1.0,859 sq ft
"Cooper Building, 36 Wharf Road, London, N1","£949,000",Flat,3.0,3.0,883 sq ft
"6 Exchange Gardens, London, SW8","£948,000",Apartment,2.0,2.0,846 sq ft
"Shoreditch Parkside, Marketing Suite, Mono Tower, Hoxton Press, Penn Street, London, N1","£947,500",Apartment,2.0,1.0,753 sq ft
"Morrison Street, London, SW11","£945,000",Terraced,2.0,1.0,890 sq ft
"Elephant Park, Elephant & Castle, SE17","£945,000",Apartment,2.0,2.0,Ask agent
"Graham Street, 
Angel, N1","£945,000",Flat,2.0,2.0,Ask agent
"Egerton Gardens, Knightsbridge, London, SW3","£945,000",Apartment,1.0,1.0,454 sq ft
"Ladbroke Grove, Notting Hill","£945,000",Flat,2.0,2.0,Ask agent
"Riverside Court, London","£945,000",Apartment,3.0,2.0,"1,164 sq ft"
"Egerton Gardens, Knightsbridge, SW3","£945,000",Studio,,1.0,451 sq ft
"Bedford Gardens, Kensington, London, W8","£945,000",Apartment,1.0,1.0,Ask agent
"Bombay Street, Bermondsey","£945,000",Penthouse,3.0,3.0,Ask agent
"Egerton Gardens, 
Knightsbridge, SW3","£945,000",Flat,,1.0,457 sq ft
"Tudor Close, London","£945,000",Semi-Detached Bungalow,3.0,2.0,Ask agent
"Milton Road, Wimbledon","£945,000",Semi-Detached,4.0,2.0,Ask agent
"Astbury Road, Peckham, SE15","£945,000",Terraced,3.0,1.0,"1,271 sq ft"
"The Claves, Millbrook Park, Mill Hill, London, NW7","£945,000",Apartment,2.0,2.0,"1,288 sq ft"
"Crisp Road, Hammersmith","£950,000",Flat,1.0,1.0,Ask agent
"Pollards Hill North, London, SW16","£945,000",Detached,4.0,2.0,Ask agent
"Barton Mews, Wimbledon, London","£945,000",Terraced,3.0,2.0,Ask agent
"Hall Road, Flat 28, London, NW8","£945,000",Apartment,2.0,2.0,Ask agent
"Mandela Street, London, NW1","£945,000",House,2.0,2.0,"1,225 sq ft"
"Westbourne Park Road, Notting Hill, W11","£945,000",Apartment,1.0,1.0,767 sq ft
"Triptych Bankside, 185 Park Street, London, SE1","£945,000",Apartment,,1.0,400 sq ft
"Elvaston Place, South Kensington, SW7","£945,000",Apartment,2.0,2.0,805 sq ft
"The Northern Quarter, London NW9","£945,000",Penthouse,3.0,,"1,082 sq ft"
"Quarterman Apartments, 3/5 Bombay Street, SE16","£945,000",Penthouse,3.0,2.0,"1,152 sq ft"
"Switch House East, Battersea Power Station, London SW8","£945,000",Studio,,1.0,525 sq ft
"Searles Road, Elephant & Castle, SE1","£945,000",Apartment,2.0,2.0,Ask agent
"Pollards Hill North, Norbury, London, SW16","£945,000",Detached,4.0,3.0,"2,623 sq ft"
"Elderfield Place, Heritage Park/Tooting Bec, London, SW17","£945,000",End of Terrace,5.0,4.0,"1,575 sq ft"
"Egerton Gardens, Knightsbridge SW3","£945,000",Studio,,1.0,451 sq ft
"Queens Gardens, London, W2","£945,000",Apartment,2.0,2.0,"1,089 sq ft"
"Stevenage Road, Fulham, London, SW6","£975,000",House,3.0,2.0,Ask agent
"South Quay Plaza, Canary Wharf,
London,
E14 9SH","£980,000",Apartment,2.0,2.0,869 sq ft
"Bridgewater Avenue, Kings Tower, SW6","£980,000",Flat,1.0,1.0,Ask agent
"Canford Road, SW11","£980,000",Apartment,3.0,1.0,"1,143 sq ft"
"Priory Park Road, North Maida Vale, London, NW6 7UU","£980,000",House,6.0,6.0,Ask agent
"Park Drive, Canary Wharf, E14","£980,000",Apartment,1.0,1.0,915 sq ft
"Filmworks Walk, Ealing, W5","£980,000",Apartment,2.0,2.0,895 sq ft
"Hand Axe Yard, Kings Cross, London, WC1X","£980,000",Apartment,2.0,,725 sq ft
"Chancery Lane, London, WC2A","£980,000",Apartment,1.0,1.0,441 sq ft
"Kennington Lane, Oval, SE11 5QY","£980,000",Apartment,2.0,2.0,805 sq ft
"Priory Park Road, Kilburn, London, NW6 7UU","£980,000",,,,"1,000 sq ft"
"Bollinder Place, London, EC1V","£980,000",Apartment,2.0,2.0,921 sq ft
"Barcombe Avenue, Streatham London, SW2","£980,000",Terraced,4.0,4.0,Ask agent
"Chancery Lane, Holborn, WC2A","£980,000",Apartment,1.0,1.0,Ask agent
"Waterfront Apartments, 82 Amberley, W9","£980,000",Apartment,2.0,2.0,851 sq ft
"Cormont Road, London","£980,000",Mews,3.0,2.0,Ask agent
"Wapping High Street, London, E1W","£980,000",Flat,2.0,2.0,Ask agent
"Boulevard Apartments, Ufford Street, London, SE1","£980,000",Apartment,2.0,2.0,907 sq ft
"Park Drive, London, E14","£980,000",Flat,1.0,1.0,753 sq ft
"Carnwath Road, London, SW6","£980,000",Flat,2.0,2.0,931 sq ft
"One Park Drive, Canary Wharf, E14","£980,000",Apartment,1.0,1.0,706 sq ft
"Hainault Road, Leytonstone, E11","£980,000",Semi-Detached,6.0,2.0,Ask agent
"Brompton Road, Knightsbridge, SW3","£980,000",Apartment,1.0,1.0,Ask agent
"9 Forrester Way, London, E15","£980,000",Apartment,3.0,2.0,Ask agent
"One  Park Drive, Canary Wharf, London, E14","£980,000",Apartment,1.0,1.0,670 sq ft
"Casson Square, South Bank, London, SE1","£970,000",Flat,1.0,1.0,652 sq ft
"Stockwell Road, Stockwell, London, SW9","£980,000",Maisonette,3.0,1.0,"1,169 sq ft"
"Barcombe Avenue, London, SW2","£980,000",Terraced,4.0,3.0,Ask agent
"Broom Road, Teddington, TW11","£980,000",Flat,2.0,1.0,775 sq ft
"Hobart Building, Wardian, Canary Wharf","£980,000",Apartment,2.0,2.0,845 sq ft
"Brompton Road, London, SW3","£980,000",Flat,1.0,1.0,Ask agent
"Muswell Hill, London, N10","£980,000",Apartment,3.0,2.0,Ask agent
"Capella, King's Cross, London, N1C","£980,000",Flat,1.0,1.0,Ask agent
"Kew Bridge Road, Brentford, TW8","£979,000",Apartment,2.0,2.0,881 sq ft
"The Tower, Park And Sayer, Elephant Park, London, SE17","£978,000",Apartment,2.0,2.0,809 sq ft
"Hexagon Apartments, Covent Garden, London","£978,000",Apartment,1.0,1.0,Ask agent
"St. Kilda Road, West Ealing","£975,000",House,5.0,2.0,Ask agent
"Chandos Way, Hampstead","£975,000",Apartment,2.0,2.0,"1,002 sq ft"
"St. Alphonsus Road, Clapham","£975,000",Terraced,3.0,1.0,Ask agent
"8 Casson Square, Southbank, London, SE1.","£975,000",Apartment,,1.0,Ask agent
"Montacute Road, London","£975,000",Semi-Detached,5.0,3.0,Ask agent
"Dollis Hill Avenue, London","£975,000",Semi-Detached,5.0,2.0,"1,529 sq ft"
"Cranley Gardens, London, SW7","£975,000",Apartment,1.0,1.0,780 sq ft
"Greycoat Gardens, Westminster","£975,000",Flat,2.0,2.0,Ask agent
"Rochester Row, Westminster, London, SW1P","£975,000",Duplex,2.0,2.0,948 sq ft
"Solon Road, 
Clapham North, SW2","£975,000",End of Terrace,4.0,1.0,Ask agent
"Onslow Gardens, N21","£975,000",Semi-Detached,3.0,2.0,Ask agent
"Dartmouth Road, Mapesbury Conservation Area NW2","£975,000",Flat,3.0,2.0,Ask agent
"Elgin Avenue, Maida Vale, LONDON, W9","£975,000",Flat,2.0,2.0,"1,206 sq ft"
"Howard Building, Chelsea Bridge Wharf, London, SW11","£975,000",Apartment,2.0,2.0,937 sq ft
"One Blackfriars, 1 Blackfriars Road, SE1","£962,000",Apartment,1.0,1.0,538 sq ft
"Wentworth Road, London, NW11","£975,000",Detached,3.0,1.0,Ask agent
"Strand Drive, Kew","£975,000",Flat,3.0,2.0,Ask agent
"Hamilton Road, East Finchley, London, N2","£975,000",Terraced,4.0,2.0,"1,289 sq ft"
"Wisteria Road, London","£975,000",Terraced,4.0,2.0,"1,715 sq ft"
"Boundary Street,, E2","£975,000",House,2.0,1.0,924 sq ft
"Norman Road, Wimbledon","£975,000",Terraced,4.0,2.0,Ask agent
"Kathleen Road, London, SW11","£975,000",Flat,3.0,2.0,"1,258 sq ft"
10 Marsh Wall London E14,"£975,000",Flat,2.0,2.0,Ask agent
"Addington Drive, London","£975,000",Semi-Detached,4.0,1.0,Ask agent
"Felsham Road, Putney, London, SW15","£975,000",Apartment,3.0,2.0,"1,232 sq ft"
"Private Road, Off Rowantree Road, Enfield","£975,000",Detached,5.0,4.0,Ask agent
"Embassy Gardens, Embassy Gardens","£975,000",Flat,2.0,2.0,752 sq ft
"Lauderdale Road, 
Little Venice, W9","£975,000",Flat,3.0,2.0,"1,186 sq ft"
"Beech Way, Twickenham, TW2","£975,000",Semi-Detached,5.0,2.0,Ask agent
"Riverlight Quay, Nine Elms, SW11","£975,000",Apartment,2.0,2.0,Ask agent
"Strand Drive, Kew","£975,000",Flat,3.0,2.0,Ask agent
"Balmoral House, One Tower Bridge, Earls Way","£975,000",Apartment,1.0,1.0,Ask agent
"Arena Tower, 
25 Crossharbour Plaza, E14","£975,000",Flat,1.0,1.0,900 sq ft
"Atlas Building, 145 City Road, London, EC1V","£975,000",Flat,2.0,2.0,854 sq ft
"Redriff Road, Canada Water, London, SE16","£975,000",House,4.0,3.0,"1,000 sq ft"
"Prince Albert Road, St John's Wood","£975,000",Flat,2.0,2.0,Ask agent
"Howard Building, Chelsea Bridge Wharf, London, SW11","£975,000",Apartment,2.0,2.0,915 sq ft
"Heath Rise, Kersfield Road, Putney, London, SW15","£975,000",Apartment,3.0,2.0,Ask agent
"Willesden Lane, London , NW6 7SX","£975,000",House,7.0,7.0,Ask agent
"Ropery Street, Mile End, E3","£975,000",Terraced,3.0,2.0,"1,292 sq ft"
"Lauderdale Road, Maida Vale","£975,000",Flat,3.0,2.0,Ask agent
"Spirit Quay, Wapping, E1W","£975,000",Terraced,3.0,2.0,Ask agent
"Appach Road, Brixton, SW2","£975,000",End of Terrace,4.0,1.0,"1,227 sq ft"
"Springwell Avenue, London, NW10","£975,000",House,5.0,4.0,"2,197 sq ft"
"Park West, EDGWARE ROAD, London, W2","£975,000",Flat,3.0,2.0,"1,038 sq ft"
"Bythorn Street, SW9","£975,000",House,4.0,2.0,"1,434 sq ft"
"Lexham Gardens, Kensington, London, W8","£975,000",Flat,2.0,1.0,878 sq ft
"Crownhill Road, London, NW10","£975,000",Terraced,4.0,1.0,Ask agent
"Sutherland Avenue, 
Maida Vale, W9","£975,000",Terraced,2.0,2.0,"1,000 sq ft"
"Fairmile Avenue, Streatham, SW16","£975,000",House,4.0,2.0,Ask agent
"Cricklade Avenue, Streatham Hill, SW2","£975,000",House,4.0,2.0,"1,575 sq ft"
"Old Town Hall Apartments, 19 Spa Road, London, SE16","£975,000",Apartment,2.0,2.0,"1,477 sq ft"
"Addington Drive, North Finchley, London, N12","£975,000",Semi-Detached,4.0,1.0,Ask agent
"Kersfield Road, Putney","£975,000",Flat,3.0,2.0,Ask agent
"Greensward House, Imperial Wharf, Fulham, SW6","£975,000",Flat,3.0,3.0,"1,206 sq ft"
"Molasses House, 
Clove Hitch Quay, SW11","£975,000",Flat,2.0,2.0,"1,101 sq ft"
"Queen's Gate, London, SW7","£975,000",Flat,1.0,2.0,614 sq ft
"Biscayne Avenue, London, E14 9AU","£975,000",Apartment,2.0,1.0,Ask agent
"Rosary Gardens, South Kensington SW7","£975,000",Apartment,1.0,1.0,571 sq ft
"Tadmor Street,  Shepherds Bush","£975,000",House,4.0,1.0,"1,162 sq ft"
"Springwell Avenue, London, NW10","£975,000",Terraced,5.0,4.0,"2,240 sq ft"
"No. 1 Blackfriars, London, SE1","£975,000",Apartment,1.0,1.0,625 sq ft
"Petherton Road, Highbury, London, N5","£975,000",Flat,2.0,1.0,"1,179 sq ft"
Hyde Park Square W2,"£965,000",Flat,2.0,2.0,662 sq ft
"Marlborough Place, London, NW8","£975,000",Apartment,2.0,2.0,770 sq ft
"Palmerston Road, London, SW19","£975,000",Terraced,3.0,2.0,Ask agent
"Plough Road, Battersea","£975,000",Flat,2.0,2.0,893 sq ft
"Biddulph Mansions, Elgin Avenue, London, W9","£975,000",Apartment,3.0,2.0,971 sq ft
"Lexham Gardens, London, W8","£975,000",Apartment,2.0,1.0,871 sq ft
"Arran Road, Catford, London, SE6","£975,000",Semi-Detached,5.0,1.0,Ask agent
"Moray Apartments, Elgin Avenue, Maida Vale, W9","£975,000",Duplex,2.0,2.0,Ask agent
"Marsh Wall, Canary Wharf, London","£975,000",Apartment,2.0,2.0,862 sq ft
"Castellain Road, Maida Vale","£975,000",Flat,3.0,2.0,"1,098 sq ft"
"Carpenters Place, London, SW4","£975,000",Flat,3.0,3.0,"1,255 sq ft"
"Legacy Building, Embassy Gardens, 1 Viaduct Gardens, London SW11","£975,000",Apartment,2.0,2.0,850 sq ft
"Marylebone Mansions, Marylebone, W1","£975,000",Apartment,1.0,2.0,678 sq ft
"Gatton Road, London, SW17","£975,000",Link Detached House,5.0,2.0,Ask agent
"Chronicle Tower, 216b City Road, London, EC1V","£975,000",Apartment,2.0,2.0,Ask agent
"Orchard Avenue, London","£975,000",Semi-Detached,4.0,2.0,Ask agent
"Colville Houses, London, Royal Borough of Kensington & Chelsea, W11","£975,000",Flat,2.0,1.0,779 sq ft
"The Downs, Wimbledon, SW20","£975,000",Flat,3.0,2.0,"1,222 sq ft"
"Braemar Avenue, Bounds Green","£975,000",Terraced,6.0,2.0,Ask agent
"Wood Crescent, 
White City, W12","£975,000",Flat,2.0,2.0,960 sq ft
"Blakemore Road, Streatham","£975,000",House,4.0,2.0,Ask agent
"Wellington Court, 
55-67 Wellington Road, NW8","£975,000",Flat,2.0,1.0,915 sq ft
Little Ealing Lane Ealing,"£975,000",House,4.0,3.0,Ask agent
"Chandos Avenue, Ealing","£975,000",House,4.0,2.0,689 sq ft
"Thorpewood Avenue, Forest Hill","£975,000",Semi-Detached,4.0,2.0,Ask agent
"The City Collection, Shoreditch, N1","£975,000",Apartment,2.0,2.0,828 sq ft
"Maida Vale, Maida Vale, London, W9","£975,000",Flat,2.0,2.0,981 sq ft
"Clive Court, Maida Vale, W9","£975,000",Apartment,3.0,1.0,"1,066 sq ft"
"Heath Rise, Kersfield Road, London, SW15","£975,000",Apartment,3.0,2.0,"1,475 sq ft"
"Casson Square, Waterloo, London SE1","£975,000",Flat,1.0,1.0,Ask agent
"Willesden Lane, Kilburn, London, NW6 7SX","£975,000",,,,"1,000 sq ft"
"Southfields, Hendon, NW4","£975,000",House,5.0,3.0,Ask agent
"Robin Hood Lane, London, Kingston upon Thames, SW15","£975,000",Detached,3.0,1.0,Ask agent
"Oakwood Crescent, London","£975,000",Semi-Detached,3.0,1.0,"1,620 sq ft"
"North Gate, Prince Albert Road, London, NW8","£975,000",Apartment,2.0,2.0,984 sq ft
"Orchard Avenue, London, N20","£975,000",Semi-Detached,4.0,2.0,Ask agent
"Sandycombe Road, Kew, Surrey, TW9","£975,000",Apartment,3.0,2.0,"1,163 sq ft"
"Landmark Pinnacle, Canary Wharf, E14","£975,000",Flat,2.0,2.0,Ask agent
"Palgrave Gardens, London","£975,000",Apartment,2.0,1.0,Ask agent
"Cadogan Pier, Chelsea Embankment, London, SW3","£975,000",House Boat,4.0,3.0,"2,081 sq ft"
"Kilburn High Road, London, NW6 7JN","£975,000",Terraced,5.0,5.0,Ask agent
"Winchmore Hill Road, London","£975,000",Semi-Detached,5.0,3.0,Ask agent
"Lauderdale Road, Maida Vale, London, W9","£975,000",Flat,3.0,2.0,"1,251 sq ft"
"Casson Square, Waterloo, London","£975,000",Studio,,1.0,Ask agent
"Clemence Street, London, E14","£975,000",Terraced,4.0,3.0,Ask agent
"Fountain House, 138 West Hill, London, SW15","£975,000",Apartment,3.0,2.0,"1,216 sq ft"
"Northcroft Road, West Ealing","£975,000",House,5.0,2.0,Ask agent
"Cranley Gardens, London","£975,000",Flat,1.0,1.0,776 sq ft
Wendell Road W12,"£975,000",Maisonette,2.0,2.0,Ask agent
"Humbolt Road, London","£975,000",Terraced,3.0,2.0,"1,076 sq ft"
"Sonia Gardens, London, NW10","£975,000",Semi-Detached,4.0,2.0,Ask agent
"Brewster Gardens, London","£975,000",Terraced,5.0,1.0,Ask agent
"Kathleen Road, London","£975,000",Flat,4.0,2.0,Ask agent
"Queens Wharf, 2 Crisp Road, Hammersmith","£975,000",Apartment,2.0,2.0,859 sq ft
"Robin Hood Lane, Kingston Vale","£975,000",Detached,3.0,1.0,Ask agent
"Robin Hood Lane, Kingston Vale, London, SW15","£975,000",Detached,3.0,1.0,"1,284 sq ft"
"The Townhouse, Grange Walk, SE1","£975,000",Terraced,3.0,2.0,Ask agent
"Switch House West, Battersea Power Station, London SW8","£975,000",Studio,,1.0,515 sq ft
"Plough Road, Battersea","£975,000",Flat,2.0,2.0,883 sq ft
"Ridgmount Gardens, London, WC1E","£975,000",Apartment,2.0,1.0,820 sq ft
"Palladian Gardens, London, W4","£975,000",Flat,2.0,2.0,"1,000 sq ft"
"Lancaster Gardens, Kingston Upon Thames","£975,000",Semi-Detached,4.0,2.0,Ask agent
"Rosaline Road, Fulham","£975,000",Terraced,3.0,1.0,Ask agent
"Westbourne Park Road, W11","£975,000",Apartment,1.0,1.0,Ask agent
"Sandringham Avenue, London, SW20","£975,000",End of Terrace,3.0,1.0,"1,325 sq ft"
"Mitcham Lane, London, SW16","£975,000",Semi-Detached,4.0,2.0,Ask agent
"Khama Road, Tooting","£975,000",Semi-Detached,5.0,3.0,Ask agent
"Worple Road, London, SW19","£975,000",Flat,2.0,2.0,"1,086 sq ft"
"Television Centre, 4 Wood Crescent, London, W12","£975,000",Apartment,2.0,2.0,960 sq ft
"Hubert Grove, Stockwell","£975,000",Terraced,4.0,2.0,Ask agent
Queen'S Gate London SW7,"£975,000",Flat,1.0,1.0,Ask agent
"Redcliffe Road, London, SW10","£975,000",Flat,2.0,2.0,720 sq ft
"Lamb Lane, London Fields, London, E8","£975,000",Terraced,2.0,2.0,"1,010 sq ft"
"Lauderdale Mansions, Maida Vale W9","£975,000",Flat,3.0,2.0,973 sq ft
"Shorts Gardens, Seven Dials WC2","£975,000",Apartment,1.0,1.0,592 sq ft
"Orchard Avenue, London, N20 0JA","£975,000",Semi-Detached,4.0,2.0,Ask agent
"Foundry House, 5 Lockington Road, London, SW8","£970,000",Duplex,3.0,2.0,998 sq ft
"Broadway Market Mews, London, E8","£970,000",House,2.0,3.0,959 sq ft
